0.0282611;-0.0101452;0.169784;0.00837393;0.037164;3.14066
0.0282762;-0.0101521;0.16973;0.0084213;0.0358068;3.14081
0.0282723;-0.0101312;0.169726;0.00848546;0.0354154;-3.14064
0.0282799;-0.0101376;0.169705;0.0085282;0.0356648;-3.14151
0.0282729;-0.0101423;0.169685;0.00856282;0.034069;-3.14083
0.0282745;-0.0101353;0.169715;0.00835066;0.0348764;-3.14093
0.0282614;-0.010147;0.169712;0.00818086;0.0349479;-3.14143
0.0282571;-0.0101465;0.169715;0.00822853;0.0368949;-3.14089
0.0282791;-0.0101396;0.169698;0.00824507;0.0361835;-3.14002
0.0282478;-0.0101398;0.169693;0.00824146;0.036506;3.14145
0.0282545;-0.0101452;0.169705;0.00817832;0.0361592;-3.14118
0.0282628;-0.0101421;0.169725;0.00819173;0.0356458;-3.14058
0.0282861;-0.0101464;0.169703;0.00867653;0.0343805;3.14117
0.0282752;-0.0101247;0.16971;0.00859856;0.0351988;-3.14
0.0282734;-0.0101448;0.169712;0.00814381;0.0345941;-3.14159
0.0282769;-0.0101582;0.169696;0.00836074;0.0348366;3.14111
0.0282586;-0.0101566;0.169723;0.00839192;0.0361443;3.14073
0.0282712;-0.0101345;0.169713;0.00843695;0.0363678;-3.14027
0.028261;-0.0101283;0.169726;0.008292;0.0372373;-3.13891
0.0282603;-0.0101404;0.169706;0.00837936;0.0358568;-3.14112
0.0282654;-0.0101439;0.169713;0.00832912;0.0354901;3.14114
0.028271;-0.010149;0.169716;0.00843596;0.035379;-3.14144
0.028266;-0.0101553;0.169672;0.00844266;0.0353219;3.14148
0.0282615;-0.0101458;0.169732;0.0082808;0.0353823;3.14135
0.028264;-0.01015;0.169737;0.00851006;0.0360469;-3.14131
0.0282636;-0.0101487;0.169751;0.00849825;0.0364211;3.14147
0.0282708;-0.0101523;0.169707;0.00829722;0.0355947;3.14128
0.0282596;-0.0101402;0.169725;0.00815645;0.0371264;-3.13968
0.0282678;-0.0101471;0.169705;0.00821881;0.0354622;-3.14138
0.0282756;-0.0101568;0.169686;0.00837597;0.0341305;3.14076
0.0282711;-0.0101486;0.169744;0.00868959;0.0363997;3.14106
0.0282629;-0.0101316;0.169699;0.00855054;0.0362139;-3.14075
0.0282785;-0.0101252;0.169725;0.0085866;0.0363419;-3.13979
0.0282585;-0.0101563;0.169734;0.00820989;0.0363274;3.14054
0.0282657;-0.0101371;0.16971;0.00863938;0.0361759;3.14127
0.0282746;-0.01014;0.169705;0.00846776;0.0360134;-3.14146
0.0282757;-0.0101319;0.169693;0.00872737;0.0363465;-3.14008
0.0282564;-0.0101335;0.169698;0.00832741;0.0362094;-3.14123
